width,length,alpha,transparency,blur,distance
0.8,0.2,0,70,1,1.6
0.8,0.2,0,70,1,1.7
0.8,0.2,0,70,1,1.8
0.8,0.2,0,70,1,1.9
0.8,0.2,0,71,1,0.0
0.8,0.2,0,71,1,0.1
0.8,0.2,0,71,1,0.2
0.8,0.2,0,71,1,0.3
0.8,0.2,0,71,1,0.4
0.8,0.2,0,71,1,0.5
0.8,0.2,0,71,1,0.6
0.8,0.2,0,71,1,0.7
0.8,0.2,0,71,1,0.8
0.8,0.2,0,71,1,0.9
0.8,0.2,0,71,1,1.0
0.8,0.2,0,71,1,1.1
0.8,0.2,0,71,1,1.2
0.8,0.2,0,71,1,1.3
0.8,0.2,0,71,1,1.4
0.8,0.2,0,71,1,1.5
0.8,0.2,0,71,1,1.6
0.8,0.2,0,71,1,1.7
0.8,0.2,0,71,1,1.8
0.8,0.2,0,71,1,1.9
0.8,0.2,0,72,1,0.0
0.8,0.2,0,72,1,0.1
0.8,0.2,0,72,1,0.2
0.8,0.2,0,72,1,0.3
0.8,0.2,0,72,1,0.4
0.8,0.2,0,72,1,0.5
0.8,0.2,0,72,1,0.6
0.8,0.2,0,72,1,0.7
0.8,0.2,0,72,1,0.8
0.8,0.2,0,72,1,0.9
0.8,0.2,0,72,1,1.0
0.8,0.2,0,72,1,1.1
0.8,0.2,0,72,1,1.2
0.8,0.2,0,72,1,1.3
0.8,0.2,0,72,1,1.4
0.8,0.2,0,72,1,1.5
0.8,0.2,0,72,1,1.6
0.8,0.2,0,72,1,1.7
0.8,0.2,0,72,1,1.8
0.8,0.2,0,72,1,1.9
0.8,0.2,0,73,1,0.0
0.8,0.2,0,73,1,0.1
0.8,0.2,0,73,1,0.2
0.8,0.2,0,73,1,0.3
0.8,0.2,0,73,1,0.4
0.8,0.2,0,73,1,0.5
0.8,0.2,0,73,1,0.6
0.8,0.2,0,73,1,0.7
0.8,0.2,0,73,1,0.8
0.8,0.2,0,73,1,0.9
0.8,0.2,0,73,1,1.0
0.8,0.2,0,73,1,1.1
0.8,0.2,0,73,1,1.2
0.8,0.2,0,73,1,1.3
0.8,0.2,0,73,1,1.4
0.8,0.2,0,73,1,1.5
0.8,0.2,0,73,1,1.6
0.8,0.2,0,73,1,1.7
0.8,0.2,0,73,1,1.8
0.8,0.2,0,73,1,1.9
0.8,0.2,0,74,1,0.0
0.8,0.2,0,74,1,0.1
0.8,0.2,0,74,1,0.2
0.8,0.2,0,74,1,0.3
0.8,0.2,0,74,1,0.4
0.8,0.2,0,74,1,0.5
0.8,0.2,0,74,1,0.6
0.8,0.2,0,74,1,0.7
0.8,0.2,0,74,1,0.8
0.8,0.2,0,74,1,0.9
0.8,0.2,0,74,1,1.0
0.8,0.2,0,74,1,1.1
0.8,0.2,0,74,1,1.2
0.8,0.2,0,74,1,1.3
0.8,0.2,0,74,1,1.4
0.8,0.2,0,74,1,1.5
0.8,0.2,0,74,1,1.6
0.8,0.2,0,74,1,1.7
0.8,0.2,0,74,1,1.8
0.8,0.2,0,74,1,1.9
0.8,0.2,0,75,1,0.0
0.8,0.2,0,75,1,0.1
0.8,0.2,0,75,1,0.2
0.8,0.2,0,75,1,0.3
0.8,0.2,0,75,1,0.4
0.8,0.2,0,75,1,0.5
0.8,0.2,0,75,1,0.6
0.8,0.2,0,75,1,0.7
0.8,0.2,0,75,1,0.8
0.8,0.2,0,75,1,0.9
0.8,0.2,0,75,1,1.0
0.8,0.2,0,75,1,1.1
0.8,0.2,0,75,1,1.2
0.8,0.2,0,75,1,1.3
0.8,0.2,0,75,1,1.4
0.8,0.2,0,75,1,1.5
0.8,0.2,0,75,1,1.6
0.8,0.2,0,75,1,1.7
0.8,0.2,0,75,1,1.8
0.8,0.2,0,75,1,1.9
0.8,0.2,0,76,1,0.0
0.8,0.2,0,76,1,0.1
0.8,0.2,0,76,1,0.2
0.8,0.2,0,76,1,0.3
0.8,0.2,0,76,1,0.4
0.8,0.2,0,76,1,0.5
0.8,0.2,0,76,1,0.6
0.8,0.2,0,76,1,0.7
0.8,0.2,0,76,1,0.8
0.8,0.2,0,76,1,0.9
0.8,0.2,0,76,1,1.0
0.8,0.2,0,76,1,1.1
0.8,0.2,0,76,1,1.2
0.8,0.2,0,76,1,1.3
0.8,0.2,0,76,1,1.4
0.8,0.2,0,76,1,1.5
0.8,0.2,0,76,1,1.6
0.8,0.2,0,76,1,1.7
0.8,0.2,0,76,1,1.8
0.8,0.2,0,76,1,1.9
0.8,0.2,0,77,1,0.0
0.8,0.2,0,77,1,0.1
0.8,0.2,0,77,1,0.2
0.8,0.2,0,77,1,0.3
0.8,0.2,0,77,1,0.4
0.8,0.2,0,77,1,0.5
0.8,0.2,0,77,1,0.6
0.8,0.2,0,77,1,0.7
0.8,0.2,0,77,1,0.8
0.8,0.2,0,77,1,0.9
0.8,0.2,0,77,1,1.0
0.8,0.2,0,77,1,1.1
0.8,0.2,0,77,1,1.2
0.8,0.2,0,77,1,1.3
0.8,0.2,0,77,1,1.4
0.8,0.2,0,77,1,1.5
0.8,0.2,0,77,1,1.6
0.8,0.2,0,77,1,1.7
0.8,0.2,0,77,1,1.8
0.8,0.2,0,77,1,1.9
0.8,0.2,0,78,1,0.0
0.8,0.2,0,78,1,0.1
0.8,0.2,0,78,1,0.2
0.8,0.2,0,78,1,0.3
0.8,0.2,0,78,1,0.4
0.8,0.2,0,78,1,0.5
0.8,0.2,0,78,1,0.6
0.8,0.2,0,78,1,0.7
0.8,0.2,0,78,1,0.8
0.8,0.2,0,78,1,0.9
0.8,0.2,0,78,1,1.0
0.8,0.2,0,78,1,1.1
0.8,0.2,0,78,1,1.2
0.8,0.2,0,78,1,1.3
0.8,0.2,0,78,1,1.4
0.8,0.2,0,78,1,1.5
0.8,0.2,0,78,1,1.6
0.8,0.2,0,78,1,1.7
0.8,0.2,0,78,1,1.8
0.8,0.2,0,78,1,1.9
0.8,0.2,0,79,1,0.0
0.8,0.2,0,79,1,0.1
0.8,0.2,0,79,1,0.2
0.8,0.2,0,79,1,0.3
0.8,0.2,0,79,1,0.4
0.8,0.2,0,79,1,0.5
0.8,0.2,0,79,1,0.6
0.8,0.2,0,79,1,0.7
0.8,0.2,0,79,1,0.8
0.8,0.2,0,79,1,0.9
0.8,0.2,0,79,1,1.0
0.8,0.2,0,79,1,1.1
0.8,0.2,0,79,1,1.2
0.8,0.2,0,79,1,1.3
0.8,0.2,0,79,1,1.4
0.8,0.2,0,79,1,1.5
0.8,0.2,0,79,1,1.6
0.8,0.2,0,79,1,1.7
0.8,0.2,0,79,1,1.8
0.8,0.2,0,79,1,1.9
0.8,0.2,0,80,1,0.0
0.8,0.2,0,80,1,0.1
0.8,0.2,0,80,1,0.2
0.8,0.2,0,80,1,0.3
0.8,0.2,0,80,1,0.4
0.8,0.2,0,80,1,0.5
0.8,0.2,0,80,1,0.6
0.8,0.2,0,80,1,0.7
0.8,0.2,0,80,1,0.8
0.8,0.2,0,80,1,0.9
0.8,0.2,0,80,1,1.0
0.8,0.2,0,80,1,1.1
0.8,0.2,0,80,1,1.2
0.8,0.2,0,80,1,1.3
0.8,0.2,0,80,1,1.4
0.8,0.2,0,80,1,1.5
0.8,0.2,0,80,1,1.6
0.8,0.2,0,80,1,1.7
0.8,0.2,0,80,1,1.8
0.8,0.2,0,80,1,1.9
0.8,0.2,0,81,1,0.0
0.8,0.2,0,81,1,0.1
0.8,0.2,0,81,1,0.2
0.8,0.2,0,81,1,0.3
0.8,0.2,0,81,1,0.4
0.8,0.2,0,81,1,0.5
0.8,0.2,0,81,1,0.6
0.8,0.2,0,81,1,0.7
0.8,0.2,0,81,1,0.8
0.8,0.2,0,81,1,0.9
0.8,0.2,0,81,1,1.0
0.8,0.2,0,81,1,1.1
0.8,0.2,0,81,1,1.2
0.8,0.2,0,81,1,1.3
0.8,0.2,0,81,1,1.4
0.8,0.2,0,81,1,1.5
0.8,0.2,0,81,1,1.6
0.8,0.2,0,81,1,1.7
0.8,0.2,0,81,1,1.8
0.8,0.2,0,81,1,1.9
0.8,0.2,0,82,1,0.0
0.8,0.2,0,82,1,0.1
0.8,0.2,0,82,1,0.2
0.8,0.2,0,82,1,0.3
0.8,0.2,0,82,1,0.4
0.8,0.2,0,82,1,0.5
0.8,0.2,0,82,1,0.6
0.8,0.2,0,82,1,0.7
0.8,0.2,0,82,1,0.8
0.8,0.2,0,82,1,0.9
0.8,0.2,0,82,1,1.0
0.8,0.2,0,82,1,1.1
0.8,0.2,0,82,1,1.2
0.8,0.2,0,82,1,1.3
0.8,0.2,0,82,1,1.4
0.8,0.2,0,82,1,1.5
0.8,0.2,0,82,1,1.6
0.8,0.2,0,82,1,1.7
0.8,0.2,0,82,1,1.8
0.8,0.2,0,82,1,1.9
0.8,0.2,0,83,1,0.0
0.8,0.2,0,83,1,0.1
0.8,0.2,0,83,1,0.2
0.8,0.2,0,83,1,0.3
0.8,0.2,0,83,1,0.4
0.8,0.2,0,83,1,0.5
0.8,0.2,0,83,1,0.6
0.8,0.2,0,83,1,0.7
0.8,0.2,0,83,1,0.8
0.8,0.2,0,83,1,0.9
0.8,0.2,0,83,1,1.0
0.8,0.2,0,83,1,1.1
0.8,0.2,0,83,1,1.2
0.8,0.2,0,83,1,1.3
0.8,0.2,0,83,1,1.4
0.8,0.2,0,83,1,1.5
0.8,0.2,0,83,1,1.6
0.8,0.2,0,83,1,1.7
0.8,0.2,0,83,1,1.8
0.8,0.2,0,83,1,1.9
0.8,0.2,1,64,1,0.0
0.8,0.2,1,64,1,0.1
0.8,0.2,1,64,1,0.2
0.8,0.2,1,64,1,0.3
0.8,0.2,1,64,1,0.4
0.8,0.2,1,64,1,0.5
0.8,0.2,1,64,1,0.6
0.8,0.2,1,64,1,0.7
0.8,0.2,1,64,1,0.8
0.8,0.2,1,64,1,0.9
0.8,0.2,1,64,1,1.0
0.8,0.2,1,64,1,1.1
0.8,0.2,1,64,1,1.2
0.8,0.2,1,64,1,1.3
0.8,0.2,1,64,1,1.4
0.8,0.2,1,64,1,1.5
0.8,0.2,1,64,1,1.6
0.8,0.2,1,64,1,1.7
0.8,0.2,1,64,1,1.8
0.8,0.2,1,64,1,1.9
0.8,0.2,1,65,1,0.0
0.8,0.2,1,65,1,0.1
0.8,0.2,1,65,1,0.2
0.8,0.2,1,65,1,0.3
0.8,0.2,1,65,1,0.4
0.8,0.2,1,65,1,0.5
0.8,0.2,1,65,1,0.6
0.8,0.2,1,65,1,0.7
0.8,0.2,1,65,1,0.8
0.8,0.2,1,65,1,0.9
0.8,0.2,1,65,1,1.0
0.8,0.2,1,65,1,1.1
0.8,0.2,1,65,1,1.2
0.8,0.2,1,65,1,1.3
0.8,0.2,1,65,1,1.4
0.8,0.2,1,65,1,1.5
0.8,0.2,1,65,1,1.6
0.8,0.2,1,65,1,1.7
0.8,0.2,1,65,1,1.8
0.8,0.2,1,65,1,1.9
0.8,0.2,1,66,1,0.0
0.8,0.2,1,66,1,0.1
0.8,0.2,1,66,1,0.2
0.8,0.2,1,66,1,0.3
0.8,0.2,1,66,1,0.4
0.8,0.2,1,66,1,0.5
0.8,0.2,1,66,1,0.6
0.8,0.2,1,66,1,0.7
0.8,0.2,1,66,1,0.8
0.8,0.2,1,66,1,0.9
0.8,0.2,1,66,1,1.0
0.8,0.2,1,66,1,1.1
0.8,0.2,1,66,1,1.2
0.8,0.2,1,66,1,1.3
0.8,0.2,1,66,1,1.4
0.8,0.2,1,66,1,1.5
0.8,0.2,1,66,1,1.6
0.8,0.2,1,66,1,1.7
0.8,0.2,1,66,1,1.8
0.8,0.2,1,66,1,1.9
0.8,0.2,1,67,1,0.0
0.8,0.2,1,67,1,0.1
0.8,0.2,1,67,1,0.2
0.8,0.2,1,67,1,0.3
0.8,0.2,1,67,1,0.4
0.8,0.2,1,67,1,0.5
0.8,0.2,1,67,1,0.6
0.8,0.2,1,67,1,0.7
0.8,0.2,1,67,1,0.8
0.8,0.2,1,67,1,0.9
0.8,0.2,1,67,1,1.0
0.8,0.2,1,67,1,1.1
0.8,0.2,1,67,1,1.2
0.8,0.2,1,67,1,1.3
0.8,0.2,1,67,1,1.4
0.8,0.2,1,67,1,1.5
0.8,0.2,1,67,1,1.6
0.8,0.2,1,67,1,1.7
0.8,0.2,1,67,1,1.8
0.8,0.2,1,67,1,1.9
0.8,0.2,1,68,1,0.0
0.8,0.2,1,68,1,0.1
0.8,0.2,1,68,1,0.2
0.8,0.2,1,68,1,0.3
0.8,0.2,1,68,1,0.4
0.8,0.2,1,68,1,0.5
0.8,0.2,1,68,1,0.6
0.8,0.2,1,68,1,0.7
0.8,0.2,1,68,1,0.8
0.8,0.2,1,68,1,0.9
0.8,0.2,1,68,1,1.0
0.8,0.2,1,68,1,1.1
0.8,0.2,1,68,1,1.2
0.8,0.2,1,68,1,1.3
0.8,0.2,1,68,1,1.4
0.8,0.2,1,68,1,1.5
0.8,0.2,1,68,1,1.6
0.8,0.2,1,68,1,1.7
0.8,0.2,1,68,1,1.8
0.8,0.2,1,68,1,1.9
0.8,0.2,1,69,1,0.0
0.8,0.2,1,69,1,0.1
0.8,0.2,1,69,1,0.2
0.8,0.2,1,69,1,0.3
0.8,0.2,1,69,1,0.4
0.8,0.2,1,69,1,0.5
0.8,0.2,1,69,1,0.6
0.8,0.2,1,69,1,0.7
0.8,0.2,1,69,1,0.8
0.8,0.2,1,69,1,0.9
0.8,0.2,1,69,1,1.0
0.8,0.2,1,69,1,1.1
0.8,0.2,1,69,1,1.2
0.8,0.2,1,69,1,1.3
0.8,0.2,1,69,1,1.4
0.8,0.2,1,69,1,1.5
0.8,0.2,1,69,1,1.6
0.8,0.2,1,69,1,1.7
0.8,0.2,1,69,1,1.8
0.8,0.2,1,69,1,1.9
0.8,0.2,1,70,1,0.0
0.8,0.2,1,70,1,0.1
0.8,0.2,1,70,1,0.2
0.8,0.2,1,70,1,0.3
0.8,0.2,1,70,1,0.4
0.8,0.2,1,70,1,0.5
0.8,0.2,1,70,1,0.6
0.8,0.2,1,70,1,0.7
0.8,0.2,1,70,1,0.8
0.8,0.2,1,70,1,0.9
0.8,0.2,1,70,1,1.0
0.8,0.2,1,70,1,1.1
0.8,0.2,1,70,1,1.2
0.8,0.2,1,70,1,1.3
0.8,0.2,1,70,1,1.4
0.8,0.2,1,70,1,1.5
0.8,0.2,1,70,1,1.6
0.8,0.2,1,70,1,1.7
0.8,0.2,1,70,1,1.8
0.8,0.2,1,70,1,1.9
0.8,0.2,1,71,1,0.0
0.8,0.2,1,71,1,0.1
0.8,0.2,1,71,1,0.2
0.8,0.2,1,71,1,0.3
0.8,0.2,1,71,1,0.4
0.8,0.2,1,71,1,0.5
0.8,0.2,1,71,1,0.6
0.8,0.2,1,71,1,0.7
0.8,0.2,1,71,1,0.8
0.8,0.2,1,71,1,0.9
0.8,0.2,1,71,1,1.0
0.8,0.2,1,71,1,1.1
0.8,0.2,1,71,1,1.2
0.8,0.2,1,71,1,1.3
0.8,0.2,1,71,1,1.4
0.8,0.2,1,71,1,1.5
0.8,0.2,1,71,1,1.6
0.8,0.2,1,71,1,1.7
0.8,0.2,1,71,1,1.8
0.8,0.2,1,71,1,1.9
0.8,0.2,1,72,1,0.0
0.8,0.2,1,72,1,0.1
0.8,0.2,1,72,1,0.2
0.8,0.2,1,72,1,0.3
0.8,0.2,1,72,1,0.4
0.8,0.2,1,72,1,0.5
0.8,0.2,1,72,1,0.6
0.8,0.2,1,72,1,0.7
0.8,0.2,1,72,1,0.8
0.8,0.2,1,72,1,0.9
0.8,0.2,1,72,1,1.0
0.8,0.2,1,72,1,1.1
0.8,0.2,1,72,1,1.2
0.8,0.2,1,72,1,1.3
0.8,0.2,1,72,1,1.4
0.8,0.2,1,72,1,1.5
0.8,0.2,1,72,1,1.6
0.8,0.2,1,72,1,1.7
0.8,0.2,1,72,1,1.8
0.8,0.2,1,72,1,1.9
0.8,0.2,1,73,1,0.0
0.8,0.2,1,73,1,0.1
0.8,0.2,1,73,1,0.2
0.8,0.2,1,73,1,0.3
0.8,0.2,1,73,1,0.4
0.8,0.2,1,73,1,0.5
0.8,0.2,1,73,1,0.6
0.8,0.2,1,73,1,0.7
0.8,0.2,1,73,1,0.8
0.8,0.2,1,73,1,0.9
0.8,0.2,1,73,1,1.0
0.8,0.2,1,73,1,1.1
0.8,0.2,1,73,1,1.2
0.8,0.2,1,73,1,1.3
0.8,0.2,1,73,1,1.4
0.8,0.2,1,73,1,1.5
0.8,0.2,1,73,1,1.6
0.8,0.2,1,73,1,1.7
0.8,0.2,1,73,1,1.8
0.8,0.2,1,73,1,1.9
0.8,0.2,1,74,1,0.0
0.8,0.2,1,74,1,0.1
0.8,0.2,1,74,1,0.2
0.8,0.2,1,74,1,0.3
0.8,0.2,1,74,1,0.4
0.8,0.2,1,74,1,0.5
0.8,0.2,1,74,1,0.6
0.8,0.2,1,74,1,0.7
0.8,0.2,1,74,1,0.8
0.8,0.2,1,74,1,0.9
0.8,0.2,1,74,1,1.0
0.8,0.2,1,74,1,1.1
0.8,0.2,1,74,1,1.2
0.8,0.2,1,74,1,1.3
0.8,0.2,1,74,1,1.4
0.8,0.2,1,74,1,1.5
0.8,0.2,1,74,1,1.6
0.8,0.2,1,74,1,1.7
0.8,0.2,1,74,1,1.8
0.8,0.2,1,74,1,1.9
0.8,0.2,1,75,1,0.0
0.8,0.2,1,75,1,0.1
0.8,0.2,1,75,1,0.2
0.8,0.2,1,75,1,0.3
0.8,0.2,1,75,1,0.4
0.8,0.2,1,75,1,0.5
0.8,0.2,1,75,1,0.6
0.8,0.2,1,75,1,0.7
0.8,0.2,1,75,1,0.8
0.8,0.2,1,75,1,0.9
0.8,0.2,1,75,1,1.0
0.8,0.2,1,75,1,1.1
0.8,0.2,1,75,1,1.2
0.8,0.2,1,75,1,1.3
0.8,0.2,1,75,1,1.4
0.8,0.2,1,75,1,1.5
0.8,0.2,1,75,1,1.6
0.8,0.2,1,75,1,1.7
0.8,0.2,1,75,1,1.8
0.8,0.2,1,75,1,1.9
0.8,0.2,1,76,1,0.0
0.8,0.2,1,76,1,0.1
0.8,0.2,1,76,1,0.2
0.8,0.2,1,76,1,0.3
0.8,0.2,1,76,1,0.4
0.8,0.2,1,76,1,0.5
0.8,0.2,1,76,1,0.6
0.8,0.2,1,76,1,0.7
0.8,0.2,1,76,1,0.8
0.8,0.2,1,76,1,0.9
0.8,0.2,1,76,1,1.0
0.8,0.2,1,76,1,1.1
0.8,0.2,1,76,1,1.2
0.8,0.2,1,76,1,1.3
0.8,0.2,1,76,1,1.4
0.8,0.2,1,76,1,1.5
0.8,0.2,1,76,1,1.6
0.8,0.2,1,76,1,1.7
0.8,0.2,1,76,1,1.8
0.8,0.2,1,76,1,1.9
0.8,0.2,1,77,1,0.0
0.8,0.2,1,77,1,0.1
0.8,0.2,1,77,1,0.2
0.8,0.2,1,77,1,0.3
0.8,0.2,1,77,1,0.4
0.8,0.2,1,77,1,0.5
0.8,0.2,1,77,1,0.6
0.8,0.2,1,77,1,0.7
0.8,0.2,1,77,1,0.8
0.8,0.2,1,77,1,0.9
0.8,0.2,1,77,1,1.0
0.8,0.2,1,77,1,1.1
0.8,0.2,1,77,1,1.2
0.8,0.2,1,77,1,1.3
0.8,0.2,1,77,1,1.4
0.8,0.2,1,77,1,1.5
0.8,0.2,1,77,1,1.6
0.8,0.2,1,77,1,1.7
0.8,0.2,1,77,1,1.8
0.8,0.2,1,77,1,1.9
0.8,0.2,1,78,1,0.0
0.8,0.2,1,78,1,0.1
0.8,0.2,1,78,1,0.2
0.8,0.2,1,78,1,0.3
0.8,0.2,1,78,1,0.4
0.8,0.2,1,78,1,0.5
0.8,0.2,1,78,1,0.6
0.8,0.2,1,78,1,0.7
0.8,0.2,1,78,1,0.8
0.8,0.2,1,78,1,0.9
0.8,0.2,1,78,1,1.0
0.8,0.2,1,78,1,1.1
0.8,0.2,1,78,1,1.2
0.8,0.2,1,78,1,1.3
0.8,0.2,1,78,1,1.4
0.8,0.2,1,78,1,1.5
0.8,0.2,1,78,1,1.6
0.8,0.2,1,78,1,1.7
0.8,0.2,1,78,1,1.8
0.8,0.2,1,78,1,1.9
0.8,0.2,1,79,1,0.0
0.8,0.2,1,79,1,0.1
0.8,0.2,1,79,1,0.2
0.8,0.2,1,79,1,0.3
0.8,0.2,1,79,1,0.4
0.8,0.2,1,79,1,0.5
0.8,0.2,1,79,1,0.6
0.8,0.2,1,79,1,0.7
0.8,0.2,1,79,1,0.8
0.8,0.2,1,79,1,0.9
0.8,0.2,1,79,1,1.0
0.8,0.2,1,79,1,1.1
0.8,0.2,1,79,1,1.2
0.8,0.2,1,79,1,1.3
0.8,0.2,1,79,1,1.4
0.8,0.2,1,79,1,1.5
0.8,0.2,1,79,1,1.6
0.8,0.2,1,79,1,1.7
0.8,0.2,1,79,1,1.8
0.8,0.2,1,79,1,1.9
0.8,0.2,1,80,1,0.0
0.8,0.2,1,80,1,0.1
0.8,0.2,1,80,1,0.2
0.8,0.2,1,80,1,0.3
0.8,0.2,1,80,1,0.4
0.8,0.2,1,80,1,0.5
0.8,0.2,1,80,1,0.6
0.8,0.2,1,80,1,0.7
0.8,0.2,1,80,1,0.8
0.8,0.2,1,80,1,0.9
0.8,0.2,1,80,1,1.0
0.8,0.2,1,80,1,1.1
0.8,0.2,1,80,1,1.2
0.8,0.2,1,80,1,1.3
0.8,0.2,1,80,1,1.4
0.8,0.2,1,80,1,1.5
0.8,0.2,1,80,1,1.6
0.8,0.2,1,80,1,1.7
0.8,0.2,1,80,1,1.8
0.8,0.2,1,80,1,1.9
0.8,0.2,1,81,1,0.0
0.8,0.2,1,81,1,0.1
0.8,0.2,1,81,1,0.2
0.8,0.2,1,81,1,0.3
0.8,0.2,1,81,1,0.4
0.8,0.2,1,81,1,0.5
0.8,0.2,1,81,1,0.6
0.8,0.2,1,81,1,0.7
0.8,0.2,1,81,1,0.8
0.8,0.2,1,81,1,0.9
0.8,0.2,1,81,1,1.0
0.8,0.2,1,81,1,1.1
0.8,0.2,1,81,1,1.2
0.8,0.2,1,81,1,1.3
0.8,0.2,1,81,1,1.4
0.8,0.2,1,81,1,1.5
0.8,0.2,1,81,1,1.6
0.8,0.2,1,81,1,1.7
0.8,0.2,1,81,1,1.8
0.8,0.2,1,81,1,1.9
0.8,0.2,1,82,1,0.0
0.8,0.2,1,82,1,0.1
0.8,0.2,1,82,1,0.2
0.8,0.2,1,82,1,0.3
0.8,0.2,1,82,1,0.4
0.8,0.2,1,82,1,0.5
0.8,0.2,1,82,1,0.6
0.8,0.2,1,82,1,0.7
0.8,0.2,1,82,1,0.8
0.8,0.2,1,82,1,0.9
0.8,0.2,1,82,1,1.0
0.8,0.2,1,82,1,1.1
0.8,0.2,1,82,1,1.2
0.8,0.2,1,82,1,1.3
0.8,0.2,1,82,1,1.4
0.8,0.2,1,82,1,1.5
0.8,0.2,1,82,1,1.6
0.8,0.2,1,82,1,1.7
0.8,0.2,1,82,1,1.8
0.8,0.2,1,82,1,1.9
0.8,0.2,1,83,1,0.0
0.8,0.2,1,83,1,0.1
0.8,0.2,1,83,1,0.2
0.8,0.2,1,83,1,0.3
0.8,0.2,1,83,1,0.4
0.8,0.2,1,83,1,0.5
0.8,0.2,1,83,1,0.6
0.8,0.2,1,83,1,0.7
0.8,0.2,1,83,1,0.8
0.8,0.2,1,83,1,0.9
0.8,0.2,1,83,1,1.0
0.8,0.2,1,83,1,1.1
0.8,0.2,1,83,1,1.2
0.8,0.2,1,83,1,1.3
0.8,0.2,1,83,1,1.4
0.8,0.2,1,83,1,1.5
0.8,0.2,1,83,1,1.6
0.8,0.2,1,83,1,1.7
0.8,0.2,1,83,1,1.8
0.8,0.2,1,83,1,1.9
0.8,0.3,0,64,1,0.0
0.8,0.3,0,64,1,0.1
0.8,0.3,0,64,1,0.2
0.8,0.3,0,64,1,0.3
0.8,0.3,0,64,1,0.4
0.8,0.3,0,64,1,0.5
0.8,0.3,0,64,1,0.6
0.8,0.3,0,64,1,0.7
0.8,0.3,0,64,1,0.8
0.8,0.3,0,64,1,0.9
0.8,0.3,0,64,1,1.0
0.8,0.3,0,64,1,1.1
0.8,0.3,0,64,1,1.2
0.8,0.3,0,64,1,1.3
0.8,0.3,0,64,1,1.4
0.8,0.3,0,64,1,1.5
0.8,0.3,0,64,1,1.6
0.8,0.3,0,64,1,1.7
0.8,0.3,0,64,1,1.8
0.8,0.3,0,64,1,1.9
0.8,0.3,0,65,1,0.0
0.8,0.3,0,65,1,0.1
0.8,0.3,0,65,1,0.2
0.8,0.3,0,65,1,0.3
0.8,0.3,0,65,1,0.4
0.8,0.3,0,65,1,0.5
0.8,0.3,0,65,1,0.6
0.8,0.3,0,65,1,0.7
0.8,0.3,0,65,1,0.8
0.8,0.3,0,65,1,0.9
0.8,0.3,0,65,1,1.0
0.8,0.3,0,65,1,1.1
0.8,0.3,0,65,1,1.2
0.8,0.3,0,65,1,1.3
0.8,0.3,0,65,1,1.4
0.8,0.3,0,65,1,1.5
0.8,0.3,0,65,1,1.6
0.8,0.3,0,65,1,1.7
0.8,0.3,0,65,1,1.8
0.8,0.3,0,65,1,1.9
0.8,0.3,0,66,1,0.0
0.8,0.3,0,66,1,0.1
0.8,0.3,0,66,1,0.2
0.8,0.3,0,66,1,0.3
0.8,0.3,0,66,1,0.4
0.8,0.3,0,66,1,0.5
0.8,0.3,0,66,1,0.6
0.8,0.3,0,66,1,0.7
0.8,0.3,0,66,1,0.8
0.8,0.3,0,66,1,0.9
0.8,0.3,0,66,1,1.0
0.8,0.3,0,66,1,1.1
0.8,0.3,0,66,1,1.2
0.8,0.3,0,66,1,1.3
0.8,0.3,0,66,1,1.4
0.8,0.3,0,66,1,1.5
0.8,0.3,0,66,1,1.6
0.8,0.3,0,66,1,1.7
0.8,0.3,0,66,1,1.8
0.8,0.3,0,66,1,1.9
0.8,0.3,0,67,1,0.0
0.8,0.3,0,67,1,0.1
0.8,0.3,0,67,1,0.2
0.8,0.3,0,67,1,0.3
0.8,0.3,0,67,1,0.4
0.8,0.3,0,67,1,0.5
0.8,0.3,0,67,1,0.6
0.8,0.3,0,67,1,0.7
0.8,0.3,0,67,1,0.8
0.8,0.3,0,67,1,0.9
0.8,0.3,0,67,1,1.0
0.8,0.3,0,67,1,1.1
0.8,0.3,0,67,1,1.2
0.8,0.3,0,67,1,1.3
0.8,0.3,0,67,1,1.4
0.8,0.3,0,67,1,1.5
0.8,0.3,0,67,1,1.6
0.8,0.3,0,67,1,1.7
0.8,0.3,0,67,1,1.8
0.8,0.3,0,67,1,1.9
0.8,0.3,0,68,1,0.0
0.8,0.3,0,68,1,0.1
0.8,0.3,0,68,1,0.2
0.8,0.3,0,68,1,0.3
0.8,0.3,0,68,1,0.4
0.8,0.3,0,68,1,0.5
0.8,0.3,0,68,1,0.6
0.8,0.3,0,68,1,0.7
0.8,0.3,0,68,1,0.8
0.8,0.3,0,68,1,0.9
0.8,0.3,0,68,1,1.0
0.8,0.3,0,68,1,1.1
0.8,0.3,0,68,1,1.2
0.8,0.3,0,68,1,1.3
0.8,0.3,0,68,1,1.4
0.8,0.3,0,68,1,1.5
0.8,0.3,0,68,1,1.6
0.8,0.3,0,68,1,1.7
0.8,0.3,0,68,1,1.8
0.8,0.3,0,68,1,1.9
0.8,0.3,0,69,1,0.0
0.8,0.3,0,69,1,0.1
0.8,0.3,0,69,1,0.2
0.8,0.3,0,69,1,0.3
0.8,0.3,0,69,1,0.4
0.8,0.3,0,69,1,0.5
0.8,0.3,0,69,1,0.6
0.8,0.3,0,69,1,0.7
0.8,0.3,0,69,1,0.8
0.8,0.3,0,69,1,0.9
0.8,0.3,0,69,1,1.0
0.8,0.3,0,69,1,1.1
